epoch,train_loss,test_loss
1,0.0029269368020602717,0.0010960920963319068
2,0.0023430947767337784,0.0025783710022799573
3,0.002032163668683587,0.004001411462371779
4,0.0016204016919520933,0.005317690877056906
5,0.0016656411447631679,0.006649165891400172
6,0.0017077779622363429,0.008443929604254663
7,0.0011968363009285754,0.009497251622661046
8,0.0016154517825970498,0.010473028520319724
9,0.001240915807787902,0.010953776817063264
10,0.0012555986312620987,0.012114841356929956
11,0.0012011141487724111,0.012620708069086752
12,0.0012229135564456766,0.013510863966957637
13,0.0011913243167957542,0.014033715000771212
14,0.001029234445531284,0.014331180418869762
15,0.0010767637587447937,0.01490850920196284
16,0.0009447497636966335,0.015540392286228862
17,0.0010151775277056282,0.015641367507421157
18,0.0009096594016367677,0.015977348363252753
19,0.0008190700075199577,0.015731120813694415
20,0.000966337021124603,0.015583799827392355
21,0.0009770379553419143,0.015281126559288665
22,0.000829002806592773,0.01544381865074463
23,0.0007570360663241725,0.014896314294839447
24,0.0009387292228124212,0.014334332628288505
25,0.0008547143695278255,0.014104780790424256
26,0.0007544579149208193,0.014125386824492703
27,0.000727941047080094,0.01454127014783973
28,0.0006875512858152014,0.014242708612459175
29,0.0006415669441384335,0.013644807104190642
30,0.0007359685958083271,0.013244192108907031
31,0.0006370980387705808,0.01283716421334468
32,0.0006306536908736094,0.01201986056173954
33,0.0005997383534822102,0.011272163804140731
34,0.0005476320240212282,0.010824621884349846
35,0.0005205021595499532,0.010945315977248052
36,0.000588613788512213,0.01001151168196829
37,0.0005479470850752058,0.010056503988435548
38,0.0006772665912789167,0.009956969763152301
39,0.0005097991452482977,0.009675014189049376
40,0.0006299484247742489,0.00934475414440826
41,0.000527661857323927,0.009053210413901868
42,0.0005189993289185132,0.008691492719773316
43,0.000505894295593652,0.007673738295014835
44,0.0004981517093256115,0.007469151601209446
45,0.0004558084383041625,0.007103890921412544
46,0.0004894636209988116,0.007276137417647988
47,0.00043721586799410245,0.006973298414694992
48,0.00039470673715326344,0.006292379193120833
49,0.0004212297003994956,0.006113116299578299
50,0.0004279415587146874,0.005817036640082458
51,0.0003694142573014967,0.005770659673902573
52,0.00031624592293855343,0.005338377190513931
53,0.0003322530089252933,0.004930456765137162
54,0.00032736296321113166,0.004843507344820396
55,0.00029728246207434076,0.0045095971145201474
56,0.0003438707914168705,0.004161233640678058
57,0.0002827038730594303,0.003994073201972766
58,0.0002672399625085885,0.003848169035115985
59,0.0002765471951324099,0.003717365385400075
60,0.0003068162723278734,0.0033259675167783193
61,0.0002798974428794911,0.0031683045156321236
62,0.0002349421798009224,0.0030443630874453283
63,0.0002729066589941235,0.0029301022361985156
64,0.00024166439875093952,0.0025951639897054215
65,0.00023463522695517616,0.0024928799429097016
66,0.000212129395955484,0.0023420457813093285
67,0.00018758550645893242,0.002280173188189634
68,0.00019956863407759765,0.002026556665193559
69,0.00021560955335119686,0.001900974337166355
70,0.0001884283786449277,0.0017903198573053073
71,0.00016254447298426664,0.001801315988552343
72,0.00013693897742716497,0.0015976970754140343
73,0.00016149431549610408,0.001562221048619573
74,0.00015203089393393243,0.0015097641211206901
75,0.00016191813362568679,0.0013722422714966922
76,0.0001494829835512344,0.0012695760240631264
77,0.00012443425011252448,0.0010258328714812567
78,0.00013584549984583505,0.000965403715257928
79,0.00013369561447689192,0.0007778438612803891
80,0.00010859507005989144,0.0007863048445201595
81,0.00010143522574883089,0.0007057354844485186
82,0.00010426895050841267,0.0006445673631249005
83,9.999408982996381e-05,0.0006523112171553221
84,0.00010830769987688445,0.000588880152440135
85,0.00010495428862038982,0.0005859863548726645
86,8.084092545546949e-05,0.000553516310601894
87,9.039985856571338e-05,0.0004680249800161839
88,9.724389455396494e-05,0.0003877908999408481
89,8.464381487731142e-05,0.0003885309965071291
90,8.408970132992321e-05,0.00030799934837556395
91,8.44682095353514e-05,0.0003193976020235933
92,7.460344452808316e-05,0.00031211131579268704
93,7.752927482005572e-05,0.0002832752488843377
94,6.608059997093873e-05,0.00027088959090158164
95,6.0815154123562165e-05,0.0002730320299395034
96,6.135231286897089e-05,0.00024899583735132734
97,6.882696651211098e-05,0.0002495033793607173
98,6.588997782203548e-05,0.0002388546189818595
99,6.883662655966943e-05,0.0002145393989564606
100,6.652493209370592e-05,0.0002140806780410933
101,5.697390921131255e-05,0.00020558578568962923
102,5.1819794855243975e-05,0.00020010337282541562
103,6.253124287503362e-05,0.0002089365173889512
104,5.2273614089524646e-05,0.00020360692824087064
105,5.52684767818881e-05,0.00019722184203565328
106,4.892584229135257e-05,0.00019370283968962184
107,5.389113222673376e-05,0.00019241274243554608
108,4.246895204530049e-05,0.00019202165628767585
109,5.1731850024994995e-05,0.00019092020945112327
110,4.295176203842087e-05,0.0001910918439120027
111,4.732602207800833e-05,0.0001984384253432836
112,4.427507248185346e-05,0.00019427058481369386
113,4.1923641475267895e-05,0.0001988946834766187
114,4.121767578033961e-05,0.0001950656488695517
115,4.2499381151209e-05,0.00019795877845773407
116,4.864948884302906e-05,0.00024022729997230988
117,4.034984263118811e-05,0.00019224241589630296
118,4.07901001521028e-05,0.00020750406047104713
119,4.177864706294853e-05,0.00020486613277410703
120,4.168948729644538e-05,0.00022923785024046723
121,4.144082076891209e-05,0.00019329473933950249
122,4.4764350498273695e-05,0.00019754029978089144
123,4.0059153700265315e-05,0.00020365725947365487
124,3.896667787487856e-05,0.00020545590756106756
125,3.646220626216326e-05,0.0002137583422513568
126,3.695497535038437e-05,0.00023340417907682175
127,4.242582438240998e-05,0.000215524526517401
128,3.379899956318975e-05,0.00021317492615763155
129,4.110490745552817e-05,0.0002093676007207836
130,3.6660959052334454e-05,0.00019350113638500426
131,3.445588957508615e-05,0.0001886243562076333
132,3.750298528495058e-05,0.00019343997711837002
133,3.1815094539174774e-05,0.000197554496278983
134,3.418581125498139e-05,0.0001910250091355286
135,3.906326133154345e-05,0.00018454831953602712
136,3.015171927857479e-05,0.00017716591831026219
137,4.1429975657627855e-05,0.00020335902168428123
138,3.3728119917843565e-05,0.00022775413017939172
139,3.4184872129991655e-05,0.00022931687851917621
140,3.641634626336991e-05,0.00021904155289231505
141,3.306472681113239e-05,0.00021692800569550138
142,4.174040237960351e-05,0.0002007265037611956
143,3.6349632951162044e-05,0.00022468877923150407
144,3.577078429832279e-05,0.00019281783188902906
145,3.640068835011334e-05,0.00019522967301320625
146,3.0383720310895183e-05,0.00017421090431966922
147,3.68635466788174e-05,0.0001856028261340553
148,2.9018683516404472e-05,0.00017141671753592797
149,2.7742547934814447e-05,0.0001788236434447988
150,2.6375026361445356e-05,0.00017177907133068194
151,3.427888616486668e-05,0.00016947292632998122
152,3.1289088051030725e-05,0.00018423341398426436
153,3.7106052426539604e-05,0.00017314540640324015
154,3.0404124801354837e-05,0.00016897842619750298
155,2.950917926402606e-05,0.00016324752355417917
156,2.912215264027159e-05,0.00016715615667095562
157,3.100161704364924e-05,0.0001717611630143975
158,2.869497996103886e-05,0.00016058818348965636
159,3.256961506744679e-05,0.00016297857689551165
160,2.8260725677088116e-05,0.00017138558867912934
161,3.115326004402819e-05,0.00015966799923246077
162,3.2488586117551674e-05,0.00015816288568216942
163,2.4980787762055676e-05,0.0001634748950874437
164,2.6863998966046684e-05,0.0001662286868285071
165,2.7316676434670976e-05,0.0001616366802366973
166,3.0371249761174112e-05,0.00015673730760202068
167,2.7631413643164775e-05,0.0001575016058729151
168,2.247686362186239e-05,0.0001550805722726781
169,2.7674082767029737e-05,0.00015732444571905503
170,2.605883917200257e-05,0.00015460035121972135
171,2.7534849622357936e-05,0.00015399412296640043
172,2.9358269253302403e-05,0.00015485306567460574
173,2.4778194498454606e-05,0.0001529023676775065
174,2.807108184846094e-05,0.00015372427316797464
175,2.6215410877429033e-05,0.0001553231380403924
176,2.3790996728551434e-05,0.00015694804414151218
177,2.567070426511446e-05,0.00015486713161811332
178,2.3727716148431892e-05,0.0001563016996815384
179,2.7929559148385755e-05,0.00015340272204005515
180,2.750133848376908e-05,0.00016914496976975593
181,2.4218229678423925e-05,0.0001540352427037798
182,2.198867491511709e-05,0.0001691366225720754
183,2.3072653015368323e-05,0.0001862926012684125
184,2.7153756700762152e-05,0.0001689054744626143
185,2.519083815898809e-05,0.00015798947341602
186,2.1309204433569342e-05,0.00017116354625858494
187,2.6422825277887358e-05,0.0001580133811322846
188,2.2409192406659993e-05,0.00017218958891166122
189,2.219356408396869e-05,0.00017271779878798426
190,2.023288381302826e-05,0.0001729961367915118
191,2.154111226148486e-05,0.000181729810413234
192,2.3883893808501328e-05,0.00016760254770660637
193,2.2186067936812694e-05,0.00017153929786220797
194,2.2349011876398294e-05,0.0001730466810162635
195,2.2293071858187503e-05,0.00016431268543535472
196,2.0116277662597127e-05,0.00020159492897398718
197,2.042940898744606e-05,0.000211378327913773
198,2.2256221886716678e-05,0.00016768245302963803
199,2.3222605970938906e-05,0.0001749281481090403
200,2.1790526734286267e-05,0.00018665974050357408
201,1.8466160682132444e-05,0.00017138995804691947
202,2.243678191838136e-05,0.0001819472886093322
203,2.3097015540630448e-05,0.00016822021853809846
204,2.0328326547332136e-05,0.0002017601110503275
205,1.782506860632356e-05,0.00019803921340371056
206,1.8040129953078575e-05,0.00020654974001668293
207,2.386911041692376e-05,0.00021908794000561707
208,2.0255327095898024e-05,0.00023855887375497898
209,2.436984228867144e-05,0.0002042359409191511
210,2.0966766531780824e-05,0.00022518031641950665
211,2.251691443094527e-05,0.00021708834968721518
212,2.0097334830692348e-05,0.00025811246544527717
213,1.8504879093283168e-05,0.0002127968531882826
214,1.689811616938204e-05,0.00020409817558126605
215,2.1367519731868993e-05,0.00020597888201715855
216,1.8319439763777506e-05,0.0002225900797077343
217,2.0490357647199395e-05,0.00022281821358682168
218,1.9017582011079306e-05,0.00024747575508649874
219,1.8475623108735398e-05,0.00023917825358041407
220,1.891340117984223e-05,0.000270929557608428
221,1.7733567395995264e-05,0.00028995140144376586
222,1.7472894434761727e-05,0.00025207800876466644
223,1.8266894806865472e-05,0.0002394559440948759
224,1.8674077231340702e-05,0.00022105714734007879
225,1.60920013701553e-05,0.0001879978336084991
226,1.641924175058963e-05,0.0002443358127844807
227,1.8492825385535e-05,0.00023087212386679374
228,1.978800545692558e-05,0.00024249039067096115
229,1.6245828096718748e-05,0.00023532529237796194
230,1.908663858610173e-05,0.0002814714969143021
231,1.7042258363630935e-05,0.00028108830601565393
232,1.9183095706519172e-05,0.0002568697561793074
233,1.714791704548938e-05,0.00030757667569890725
234,1.4923292285227665e-05,0.0003009778890556576
235,1.7407584974849808e-05,0.0003368063671277096
236,1.615707601209019e-05,0.00027281471992570826
237,1.648694132355261e-05,0.0002973853000505435
238,1.4979095840973199e-05,0.00032783235025996845
239,1.604807079528515e-05,0.0003186692443967221
240,1.508040266698502e-05,0.00031674124969502816
241,1.7937255118410505e-05,0.00034093837668037986
242,1.4216162494799042e-05,0.0003127471604371253
243,1.5948274456762263e-05,0.0003212172148220237
244,1.6040529346110608e-05,0.0003712736797062848
245,1.3454483662765317e-05,0.00033667014926405415
246,1.691910384325778e-05,0.00032856145854897147
247,1.538825798792669e-05,0.00040051896219279803
248,1.4596898780347636e-05,0.00035579039377587446
249,1.4037167406618559e-05,0.0003436005670278753
250,1.5558462853540244e-05,0.00035710238671526895
251,1.4747414140331854e-05,0.00037748183346290415
252,1.6797311579571563e-05,0.0003864571929515285
253,1.922098036594924e-05,0.00037869161244750353
254,1.5037158219071828e-05,0.00032289832338530243
255,1.5253153922528257e-05,0.00039827486759322437
256,1.269582517933871e-05,0.000353880215284748
257,1.497212783629738e-05,0.00038158624458832713
258,1.5332852058236313e-05,0.00035428060802146456
259,1.542716111001797e-05,0.00037042157595296334
260,1.3167094761657749e-05,0.0003307020939163604
261,1.355322952856743e-05,0.0003936401745897566
262,1.5246381096071322e-05,0.0004018111891458499
263,1.3665298598215697e-05,0.0004264994421453483
264,1.3765006955588013e-05,0.00042066356965017
265,1.5097461234220716e-05,0.0003305590923418728
266,1.3917300989655464e-05,0.0003840143643890659
267,1.4587408829286757e-05,0.0004866349664194841
268,1.288993927565011e-05,0.00040831621644236185
269,1.3934647330853086e-05,0.00043528416173296245
270,1.3752778596654024e-05,0.00042909467700872375
271,1.3094622056541994e-05,0.0004222076772335144
272,1.4766955477905587e-05,0.0004274031950417063
273,1.2679510580955348e-05,0.0004926913457121841
274,1.2248448733815236e-05,0.0004345436317166649
275,1.2260012748409e-05,0.00045688570737018546
276,1.2846724264101376e-05,0.0004564610660026753
277,1.4001558406562254e-05,0.00043758511189177324
278,1.2790892129671123e-05,0.0004499810573069033
279,1.2983388954851831e-05,0.0005000487984061967
280,1.4381836352693147e-05,0.00047549545028728477
281,1.2051245765904312e-05,0.00045534210678879663
282,1.2362163463072088e-05,0.0004696697393008049
283,1.218173498172676e-05,0.0004838162367377663
284,1.0100147458248242e-05,0.00048323263019318057
285,1.385687797979839e-05,0.000532154643775412
286,1.155072916564957e-05,0.0005195492627315231
287,1.2169713796066179e-05,0.0005107703875017415
288,1.3300086537198626e-05,0.0005145305848683082
289,1.2369711844957447e-05,0.000521971064231228
290,1.3351861186860193e-05,0.0005428917826396752
291,1.250259361777003e-05,0.0004787954142309238
292,1.2213306849800504e-05,0.0005952062265626437
293,1.2696670855059612e-05,0.0005246861974504127
294,1.0156466682404314e-05,0.00046209772479028976
295,9.494562439945535e-06,0.0005175303642428128
296,1.3513707163016219e-05,0.0006089308423697455
297,1.1788934410962891e-05,0.0005557389640395713
298,1.076322950946353e-05,0.0005770850285912412
299,1.0239762734115104e-05,0.0006122914560502536
300,1.3010572845053923e-05,0.0006606423012271989
301,1.181278047856547e-05,0.0005713404881879052
302,1.2474766927102092e-05,0.0005932005024629743
303,1.1540111630053547e-05,0.0005999028107908089
304,9.860395137660195e-06,0.0006450761122158093
305,1.0707285534513525e-05,0.0006065765390468931
306,1.113374457129514e-05,0.0005906828984293635
307,1.2061288694335067e-05,0.0005735055753823624
308,9.646597124821291e-06,0.0006119152443936786
309,1.2081327308849793e-05,0.0006142881062590856
310,1.0489426632340418e-05,0.0005653710049404199
311,1.1308216671925318e-05,0.0006203393798690134
312,1.1174078113421833e-05,0.0005675208120726783
313,1.101359247439422e-05,0.0005250938947111453
314,9.605742376204664e-06,0.0005717811363865621
315,1.0054922316162272e-05,0.0005876119792060997
316,1.0499098850512103e-05,0.0005897471899956917
317,9.960179903382245e-06,0.0005716667093855159
318,9.238720334154166e-06,0.0006584813762112225
319,9.945700825561779e-06,0.0005936178648412214
320,1.0369240079801154e-05,0.0006038572882420285
321,9.32164539138879e-06,0.0005786153613536788
322,9.336190264154819e-06,0.0005919156295324987
323,8.103141428906523e-06,0.0005886074858691162
324,9.906090802867486e-06,0.0006149796734627506
325,9.853635223814413e-06,0.0006108681422615932
326,1.031077202902417e-05,0.0006083502432209735
327,9.424311206465483e-06,0.0006134465391259062
328,9.04522022744039e-06,0.000620578805947761
329,8.962877960418435e-06,0.0006188456818838886
330,9.893424951402407e-06,0.0006832133329942625
331,1.038074437819712e-05,0.0006656750114912443
332,1.0929673468441391e-05,0.0005463530333971986
333,1.0227521904172276e-05,0.0006562106342850408
334,1.0139502041703544e-05,0.0007396547970887641
335,8.995923142790091e-06,0.0007220162270007704
336,9.504983470466099e-06,0.0006740200098482256
337,9.081315672924225e-06,0.0007058470876500271
338,9.578295556331376e-06,0.0007239341324968722
