epoch,pressure,dpdt
1451635200.0,1.3684001574129446e-39,0.0
1452414970.8542714,1.3684001574129446e-39,0.0
1453194741.7085428,1.3684001574129446e-39,0.0
1453974512.562814,8.352346084941839e-28,1.0711282730276988e-33
1454754283.4170854,2.3648307740972612e-20,3.0327251622957974e-26
1455534054.2713568,7.425869123989777e-16,9.522839434477958e-22
1456313825.1256282,7.671039482738331e-13,9.828032904326655e-19
1457093595.9798994,1.118952176028258e-10,1.4251380780116464e-16
1457873366.8341708,8.266128033645812e-09,1.0457216721266133e-14
1458653137.6884422,0.00048251215959124836,6.187765172552492e-10
1459432908.5427136,0.06432335195124292,8.187128236705143e-08
1460212679.3969848,0.9615349142406203,1.1506092557511296e-06
1460992450.2512562,5.425152118915302,5.724267815633242e-06
1461772221.1055276,18.259367689680936,1.6458957782869987e-05
1462551991.959799,46.87420291030929,3.6696466742611156e-05
1463331762.8140705,107.28686169128063,7.747488694921615e-05
1464111533.6683416,228.32554941944562,0.00015522340578027365
1464891304.522613,446.0660817071423,0.00027923656173472285
1465671075.3768845,796.8599620482919,0.0004498679046794048
1466450846.2311559,1314.4460718343169,0.0006637669347998877
1467230617.085427,2027.2102982469821,0.0009140688222809545
1468010387.9396985,2954.639071136989,0.0011893606535942677
1468790158.7939699,4104.483524672492,0.0014745927566244754
1469569929.6482413,5472.984364746502,0.0017550038355212503
1470349700.5025125,7048.175799722598,0.0020200696478305485
1471129471.3567839,8813.70870890236,0.0022641688894994793
1471909242.2110553,10751.649037830666,0.0024852689970556066
1472689013.0653267,12844.260210042945,0.0026836232218085845
1473468783.919598,28248.814192228576,0.019755231806629983
1474248554.7738693,51613.16028230906,0.02996309231372642
1475028325.6281407,70572.78346706285,0.02431435219833773
1475808096.482412,86873.99593901554,0.02090513178667587
1476587867.3366835,102527.14572388506,0.020074038031974432
1477367638.1909547,116279.1072706512,0.017635900946335912
1478147409.045226,128555.20365234432,0.01574321009107661
1478927179.8994975,138660.35372280903,0.012959127691309481
1479706950.753769,147860.1761275219,0.011798110116989224
1480486721.60804,156678.05782382374,0.011308298646970616
1481266492.4623115,164883.14344422528,0.010522431782947391
1482046263.316583,172533.05379218867,0.009810459452362036
1482826034.1708543,180019.64723803385,0.009601017279416486
1483605805.0251257,186744.06015862027,0.008623575610388068
1484385575.879397,188479.74441948152,0.0022258901462578226
1485165346.7336683,190672.76854748963,0.0028123956108326055
1485945117.5879397,193675.9670846238,0.0038513859817705448
1486724888.4422112,194742.45325748879,0.0013676917610128982
1487504659.2964823,194948.28575167124,0.0002639653598938869
1488284430.1507537,196091.6484037556,0.0014662803127627386
1489064201.0050251,211021.35699266355,0.01914627676467558
1489843971.8592966,236857.84800700954,0.03313344025724918
1490623742.7135677,257937.08061623148,0.027032598735591395
1491403513.5678391,275875.36789655295,0.023004562407096276
1492183284.4221106,294628.8858631505,0.024050037089575687
1492963055.276382,311067.87166434416,0.021081816165793462
1493742826.1306534,325476.8136852566,0.018478431121121585
1494522596.9849246,364852.09799182304,0.050495968258994835
1495302367.839196,407318.30209146295,0.05445985043813763
1496082138.6934674,442088.2174437269,0.04458991402641182
1496861909.5477388,477803.0833361054,0.04580174508541885
1497641680.40201,521753.1541379046,0.056362802688846185
1498421451.2562814,559160.958655968,0.04797281703099278
1499201222.1105528,591391.5156337997,0.04133336967043576
1499980992.9648242,622075.3868673164,0.039349856519306
1500760763.8190954,649564.7356648148,0.03525311140692965
1501540534.6733668,674241.6770102261,0.031646401260365685
1502320305.5276382,699325.6631482581,0.032168406911629914
1503100076.3819096,724238.3245161374,0.03194869522426135
1503879847.236181,746744.4039834625,0.02886242714002685
1504659618.0904522,767548.8409154692,0.026680193056782004
1505439388.9447236,788000.6889360206,0.02622802315388
1506219159.798995,806939.0654230308,0.024287104837619835
1506998930.6532664,824528.0100970056,0.022556555656865786
1507778701.5075376,843329.6005225459,0.024111686558371644
1508558472.361809,861370.1088200302,0.023135653504696235
1509338243.2160804,878009.1721948102,0.02133840125420808
1510118014.0703518,884061.8638225989,0.007762141396582603
1510897784.924623,874842.351863039,-0.0118233605540145
1511677555.7788944,869638.750478191,-0.006673244269574622
1512457326.6331658,869425.4497632763,-0.00027354281549031096
1513237097.4874372,886038.5823179251,0.02130514684364738
1514016868.3417087,902051.3714659119,0.02053524963169922
1514796639.1959798,915859.801453197,0.017708317657232086
1515576410.0502512,941761.4284278345,0.03321697243844667
1516356180.9045227,973339.0588710075,0.040496038381272824
1517135951.758794,999778.6346017418,0.03390685300162751
1517915722.6130652,1022117.0773149842,0.02864744506784803
1518695493.4673367,1040554.3939796108,0.023644531677006208
1519475264.321608,1057332.3698747896,0.021516546563997384
1520255035.1758795,1077240.50698925,0.025530753048037105
1521034806.0301507,1127023.2988696042,0.06384284768745896
1521814576.884422,1171328.3043727595,0.056817980898442526
1522594347.7386935,1208343.260073346,0.04746901669615738
1523374118.592965,1234181.9692405402,0.03313628487863501
1524153889.447236,1253876.5133760509,0.025256835424964093
1524933660.3015075,1272671.6077780735,0.024103355875725926
1525713431.155779,1292384.0723877184,0.02527981714328553
1526493202.0100503,1314635.2245750574,0.02853550125072276
1527272972.8643217,1335086.9542296159,0.02622787135801297
1528052743.718593,1351310.0941456517,0.020805009352650214
1528832514.5728643,1247164.7440164275,-0.13355891613380905
1529612285.4271357,1142612.4082269073,-0.1340808459521227
1530392056.281407,1063737.1021107223,-0.10115190338818573
1531171827.1356783,1069240.0872847205,0.00705718243232062
1531951597.9899497,1129739.8474653917,0.07758658822558827
1532731368.844221,1175245.43609501,0.05835764235140203
1533511139.6984925,1213289.745728219,0.04878908903148997
1534290910.552764,1263469.8123869454,0.06435232399858387
1535070681.407035,1305508.0067417356,0.053910958744517325
1535850452.2613065,1340151.2933610433,0.044427521789945676
1536630223.115578,1364828.2887957115,0.031646470625944834
1537409993.9698493,1384359.178904798,0.02504696091435164
1538189764.8241205,1402482.7454293948,0.023242169703221547
1538969535.678392,1419850.8673474893,0.02227336636520313
1539749306.5326633,1436830.5575378698,0.02177523063008762
1540529077.3869348,1452692.728411424,0.020342092534832167
1541308848.241206,1467439.5886294837,0.018911786888781767
1542088619.0954773,1477738.30909805,0.013207367795490406
1542868389.9497488,1487532.1677352558,0.012559918831996867
1543648160.8040202,1497520.668805976,0.012809533744439598
1544427931.6582913,1503734.634356808,0.007968963595901487
1545207702.5125628,1507912.5277240644,0.005357847557870277
1545987473.3668342,1513204.5486389766,0.006786635953272306
1546767244.2211056,1517249.2068012087,0.0051869829964486126
1547547015.075377,1513609.4188803355,-0.0046677660506739835
1548326785.9296482,1511918.182617848,-0.002168888787294088
1549106556.7839196,1512198.3509953427,0.00035929578024104396
1549886327.638191,1489404.5422382485,-0.02923141924609617
1550666098.4924624,1462319.0679046942,-0.03473517147401195
1551445869.3467336,1442350.0143254537,-0.025608874029928955
1552225640.201005,1437677.4314663133,-0.005992251228094743
1553005411.0552764,1441001.1230846397,0.004262395292309153
1553785181.9095478,1443633.193222063,0.003375440519487659
1554564952.7638192,1441985.2990437644,-0.0021133056836783984
1555344723.6180904,1427079.669603925,-0.019115396988992624
1556124494.4723618,1415130.5788318506,-0.015323848931541803
1556904265.3266332,1406323.980794547,-0.011293828166394097
1557684036.1809046,1402582.4010262943,-0.004798306768914245
1558463807.0351758,1400405.1494633132,-0.0027921684313479173
1559243577.8894472,1398749.2856412448,-0.0021235261782328306
1560023348.7437186,1389651.2601864142,-0.011667562855156287
1560803119.59799,1372094.4748186653,-0.022515313661156677
1561582890.4522612,1358420.064054532,-0.017536447648988308
1562362661.3065326,1346766.0030245476,-0.01494549452078905
1563142432.160804,1331432.10458175,-0.019664621162488825
1563922203.0150754,1318736.738950788,-0.016280892728190027
1564701973.8693466,1308535.9766478254,-0.013081743498218999
1565481744.723618,1298020.287100523,-0.013485615023567267
1566261515.5778894,1288207.0626301877,-0.012584754119214156
1567041286.4321609,1280086.7608687151,-0.010413702585819135
1567821057.2864323,1274725.506573689,-0.006875422780498171
1568600828.1407034,1274313.831248687,-0.0005279439757806828
1569380598.9949749,1273717.957373855,-0.0007641653590514605
1570160369.8492463,1273385.3551274894,-0.00042653844336908533
1570940140.7035177,1287327.8635705304,0.01788026362702201
